name,dimension,capacity,density,avg_demand,std_demand,depot_x_location_ratio,depot_y_location_ratio,demand_to_capacity_ratio,hull_to_square_ratio,num_clusters,std_cluster_size,avg_cluster_distance,std_cluster_distance
A-n39-k6,39,100,0.0048701298701298,13.842105263157896,11.847057602057063,0.4130434782608695,0.1875,5.26,0.9067028985507246,8,1.7320508075688772,49.24739243323669,24.271722168545107
A-n45-k6,45,100,0.00513493467222,13.477272727272728,6.838633878139618,0.3092783505154639,0.7157894736842105,5.93,0.9510037981551818,6,2.0,45.33481327077657,22.553213970516403
A-n37-k5,37,100,0.0051449628033094,11.305555555555555,8.130434690345176,0.3333333333333333,0.4680851063829787,4.07,0.8500591016548463,7,1.0,38.05703446751376,17.39401735221053
A-n48-k7,48,100,0.0061459667093469,13.319148936170214,6.7954792612721056,0.4791666666666667,0.0408163265306122,6.26,0.8301445578231292,6,1.4142135623730951,55.24650660697832,23.015889042174702
B-n41-k6,41,100,0.0072393396309702,14.175,5.665403328254297,0.27,0.28,5.67,0.56635,5,4.795831523312719,47.158859074851016,26.23493509589334
B-n45-k5,45,100,0.0059673783317862,11.045454545454543,7.329312114220084,0.5463917525773195,0.2340425531914893,4.86,0.8270454046940119,6,1.4142135623730951,43.57548824233844,19.615228505683792
B-n43-k6,43,100,0.0092752372735116,12.404761904761903,6.90725854978915,0.8809523809523809,0.4857142857142857,5.21,0.7884353741496599,6,5.656854249492381,44.77942875016996,23.03815112169257
E-n101-k14,101,112,0.0226457399103139,14.58,8.870766880631294,0.5076923076923077,0.4324324324324324,13.017857142857142,0.9272349272349272,8,6.48074069840786,24.914659397920754,7.998970233112493
E-n30-k3,30,4500,0.005453553899291,439.6551724137931,610.6392011574001,0.4833333333333333,0.2911392405063291,2.833333333333333,0.5802742616033755,5,1.7320508075688772,41.80253115955082,21.22970190000137
E-n76-k10,76,140,0.0188118811881188,18.186666666666667,7.960533279252721,0.53125,0.5,9.742857142857142,0.8767361111111112,10,2.6457513110645907,25.054278833160343,8.597265361250727
E-n22-k4,22,6000,0.0085057026870288,1071.428571428571,630.1927142889365,0.4722222222222222,0.4024390243902439,3.75,0.8761856368563685,4,1.0,24.25427669023197,13.224665729556238
E-n23-k3,23,4500,0.0026291723822588,463.1363636363636,846.6118633625134,0.4793388429752066,0.5567010309278351,2.264222222222222,0.7453352645480106,8,1.4142135623730951,50.37139610983108,18.14329500715428
E-n76-k8,76,180,0.0188118811881188,18.186666666666667,7.960533279252721,0.53125,0.5,7.5777777777777775,0.8767361111111112,10,2.6457513110645907,25.054278833160343,8.597265361250727
E-n76-k7,76,220,0.0188118811881188,18.186666666666667,7.960533279252721,0.53125,0.5,6.2,0.8767361111111112,10,2.6457513110645907,25.054278833160343,8.597265361250727
E-n101-k8,101,200,0.0226457399103139,14.58,8.870766880631294,0.5076923076923077,0.4324324324324324,7.29,0.9272349272349272,8,6.48074069840786,24.914659397920754,7.998970233112493
E-n51-k5,51,160,0.0154568874071829,15.54,8.061523631752632,0.4310344827586206,0.5396825396825397,4.85625,0.9029830322933772,8,1.0,23.61952328389231,9.056537985381809
E-n33-k4,33,8000,0.0056122448979591,917.8125,809.2080332825622,0.4133333333333333,1.0,3.67125,0.67008547008547,5,3.0,75.2728417894651,25.96842674678822
E-n76-k14,76,100,0.0188118811881188,18.186666666666667,7.960533279252721,0.53125,0.5,13.64,0.8767361111111112,10,2.6457513110645907,25.054278833160343,8.597265361250727
F-n45-k4,45,2010,0.003542818902907,164.0909090909091,258.5493356889567,0.3868613138686131,0.6513157894736842,3.5920398009950247,0.6099572608528621,8,4.0,55.18520448939482,37.447723805029305
F-n72-k4,72,30000,0.0766773162939297,1617.4647887323945,3009.051012390954,0.7407407407407407,0.4901960784313725,3.828,0.681917211328976,6,2.6457513110645907,15.400950939134326,5.311794638792496
M-n101-k10,101,200,0.019047619047619,18.1,10.415121097459572,0.4210526315789473,0.5625,9.05,0.6976973684210527,10,1.4142135623730951,30.170320166712663,12.45896855051642
P-n50-k8,50,120,0.0166030217499584,19.40816326530612,7.314136903248105,0.559322033898305,0.4545454545454545,7.925,0.7733692860811505,7,1.4142135623730951,21.163877595265635,7.400208574301085
P-n16-k8,16,35,0.016008004002001,16.4,8.424454200209565,0.0857142857142857,0.3095238095238095,7.0285714285714285,0.6799319727891157,3,2.0,25.444701867180036,4.777941488824943
P-n22-k2,22,160,0.0183946488294314,14.666666666666666,7.309810759064377,0.0833333333333333,0.3095238095238095,1.925,0.791005291005291,4,1.7320508075688772,26.04408128017022,9.103723067836013
P-n45-k5,45,150,0.0136384300651613,15.727272727272728,8.23030033181032,0.4310344827586206,0.5396825396825397,4.613333333333333,0.9029830322933772,8,1.7320508075688772,25.004419875049575,8.531006671463196
P-n65-k10,65,130,0.016510033020066,19.046875,7.011169518409394,0.53125,0.5,9.376923076923076,0.8543836805555556,11,1.7320508075688772,25.018148704600296,7.999940382610062
P-n76-k4,76,350,0.0188118811881188,18.186666666666667,7.960533279252721,0.53125,0.5,3.897142857142857,0.8767361111111112,10,2.6457513110645907,25.054278833160343,8.597265361250727
P-n101-k4,101,400,0.0226457399103139,14.58,8.870766880631294,0.5076923076923077,0.4324324324324324,3.645,0.9272349272349272,8,6.48074069840786,24.914659397920754,7.998970233112493
P-n60-k15,60,80,0.0170164492342597,19.220338983050848,7.066354951239175,0.53125,0.4545454545454545,14.175,0.8347537878787878,10,1.7320508075688772,24.59328458482485,7.548522371581894
P-n55-k10,55,115,0.0178166504697116,19.296296296296298,7.067410269013117,0.55,0.4545454545454545,9.060869565217391,0.7795454545454545,8,2.23606797749979,22.81480087868482,6.613158819905711
P-n22-k8,22,3000,0.0085057026870288,1071.428571428571,630.1927142889365,0.4722222222222222,0.4024390243902439,7.5,0.8761856368563685,4,1.0,24.25427669023197,13.224665729556238
P-n40-k5,40,140,0.0136425648021828,15.846153846153848,8.396548355812522,0.4310344827586206,0.5084745762711864,4.414285714285715,0.8568088836937463,9,0.0,24.031428031580592,7.837831428221825
P-n55-k8,55,160,0.0178166504697116,19.296296296296298,7.067410269013117,0.55,0.4545454545454545,6.5125,0.7795454545454545,8,2.23606797749979,22.81480087868482,6.613158819905711
P-n55-k15,55,70,0.0178166504697116,19.296296296296298,7.067410269013117,0.55,0.4545454545454545,14.885714285714286,0.7795454545454545,8,2.23606797749979,22.81480087868482,6.613158819905711
P-n50-k7,50,150,0.0166030217499584,19.40816326530612,7.314136903248105,0.559322033898305,0.4545454545454545,6.34,0.7733692860811505,7,1.4142135623730951,21.163877595265635,7.400208574301085
P-n51-k10,51,80,0.0154568874071829,15.54,8.061523631752632,0.4310344827586206,0.5396825396825397,9.7125,0.9029830322933772,8,1.0,23.61952328389231,9.056537985381809
P-n76-k5,76,280,0.0188118811881188,18.186666666666667,7.960533279252721,0.53125,0.5,4.871428571428571,0.8767361111111112,10,2.6457513110645907,25.054278833160343,8.597265361250727
P-n55-k7,55,170,0.0178166504697116,19.296296296296298,7.067410269013117,0.55,0.4545454545454545,6.129411764705883,0.7795454545454545,8,2.23606797749979,22.81480087868482,6.613158819905711
P-n20-k2,20,160,0.0167224080267558,16.31578947368421,8.151704876751907,0.0833333333333333,0.3095238095238095,1.9375,0.791005291005291,4,0.0,26.87365432806797,7.709473032859525
P-n50-k10,50,100,0.0166030217499584,19.40816326530612,7.314136903248105,0.559322033898305,0.4545454545454545,9.51,0.7733692860811505,7,1.4142135623730951,21.163877595265635,7.400208574301085
P-n23-k8,23,40,0.0192147034252297,14.227272727272728,7.425386430103394,0.0833333333333333,0.3095238095238095,7.825,0.7916666666666666,4,1.0,24.69554006760463,10.568921859141083
P-n21-k2,21,160,0.0175585284280936,14.9,7.4190366802677215,0.0833333333333333,0.3095238095238095,1.8625,0.791005291005291,4,1.0,25.335844689077764,9.593557946705468
P-n19-k2,19,160,0.015886287625418,17.22222222222222,7.712141348743975,0.0833333333333333,0.3095238095238095,1.9375,0.791005291005291,3,2.0,27.70289869341449,8.002569578735928
P-n60-k10,60,120,0.017434258317594,19.220338983050848,7.066354951239175,0.5573770491803278,0.5,9.45,0.7835837887067395,9,2.449489742783178,24.3698658884334,7.250147245848298
P-n70-k10,70,135,0.0174042764793635,19.02898550724637,7.518547682218081,0.53125,0.5,9.725925925925926,0.8728298611111112,10,2.0,24.907925287577477,8.357579823614486
CMT7,76,140,0.0188118811881188,18.186666666666667,7.960533279252721,0.53125,0.5,9.742857142857142,0.8767361111111112,10,2.6457513110645907,25.054278833160343,8.597265361250727
CMT12,101,200,0.019047619047619,18.1,10.415121097459572,0.4210526315789473,0.5625,9.05,0.6976973684210527,10,1.4142135623730951,30.170320166712663,12.45896855051642
CMT8,101,200,0.0226457399103139,14.58,8.870766880631294,0.5076923076923077,0.4324324324324324,7.29,0.9272349272349272,8,6.48074069840786,24.914659397920754,7.998970233112493
CMT3,101,200,0.0226457399103139,14.58,8.870766880631294,0.5076923076923077,0.4324324324324324,7.29,0.9272349272349272,8,6.48074069840786,24.914659397920754,7.998970233112493
CMT6,51,160,0.0154568874071829,15.54,8.061523631752632,0.4310344827586206,0.5396825396825397,4.85625,0.9029830322933772,8,1.0,23.61952328389231,9.056537985381809
CMT14,101,200,0.019047619047619,18.1,10.415121097459572,0.4210526315789473,0.5625,9.05,0.6976973684210527,10,1.4142135623730951,30.170320166712663,12.45896855051642
CMT1,51,160,0.0154568874071829,15.54,8.061523631752632,0.4310344827586206,0.5396825396825397,4.85625,0.9029830322933772,8,1.0,23.61952328389231,9.056537985381809
CMT2,76,140,0.0188118811881188,18.186666666666667,7.960533279252721,0.53125,0.5,9.742857142857142,0.8767361111111112,10,2.6457513110645907,25.054278833160343,8.597265361250727
Golden_1,241,550,0.0023774399485938,20.0,10.0208986643834,0.5,0.5,8.727272727272727,0.7821723961248457,10,5.0,106.72155090980354,44.52894186807331
Golden_10,324,1000,0.5605536332179931,47.04334365325077,36.60980222015584,0.5,0.0,15.195,0.5,9,3.3166247903554,18.229110421691985,7.50503206307126
Golden_11,400,1000,0.554016620498615,42.556390977443606,34.2077778191472,0.5,0.0,16.98,0.5,13,4.58257569495584,21.291360248511108,8.103289020173335
Golden_13,253,1000,0.2811111111111111,99.74603174603176,56.165370015438334,0.5,0.5,25.136,1.0,8,4.0,12.292842738694338,3.2480556277018167
Golden_12,484,1000,0.5487528344671202,38.7184265010352,32.19313172555673,0.5,0.0,18.701,0.5,12,3.741657386773941,22.83685058528584,8.725225852366039
Golden_16,481,1000,0.2726757369614512,74.525,48.63548752898061,0.5,0.5,35.772,1.0,12,4.898979485566356,16.305401352295906,5.627622575263877
Golden_6,281,900,0.0010022242403991,20.0,10.017905117292145,0.5,0.5,6.222222222222222,0.7788232653849156,9,11.357816691600547,176.3823472860351,72.31114697564176
Golden_18,301,200,0.1943723103386723,18.0,11.681389022643144,0.5,0.5,27.0,0.749998976001573,12,9.38083151964686,13.07345286661744,4.1503545676792255
Golden_15,397,1000,0.2749307479224376,81.42424242424242,50.94849042552504,0.5,0.5,32.244,1.0,12,4.358898943540674,14.69854255201034,5.097173190310249
Golden_2,321,700,0.0017812302709787,20.0,10.015661716722688,0.5,0.5,9.142857142857142,0.782172405986059,12,7.810249675906654,143.50298732717323,59.92821329463952
Golden_9,256,1000,0.5688888888888889,52.66274509803922,39.34768280396024,0.5,0.0,13.429,0.5,9,2.0,16.461209880217318,6.585436613340202
Golden_4,481,1000,0.0011862538667643,20.0,10.010432971016956,0.5,0.5,9.6,0.7821723193218771,14,13.564659966250536,215.95023627645747,89.25522289913224
Golden_14,321,1000,0.2776816608996539,89.6,53.52375618815469,0.5,0.5,28.672,1.0,8,2.6457513110645907,13.646736119511951,3.4981221109197342
Golden_7,361,900,0.0012832816681861,20.0,10.013917891216876,0.5,0.5,8.0,0.7814167400950569,15,10.295630140987,184.2192775559508,75.2875938004662
Golden_8,441,900,0.0015650319665454,20.0,10.011383042956744,0.5,0.5,9.77777777777778,0.7827316158301617,16,10.862780491200215,179.2513976479622,76.61499273542258
Golden_5,201,900,0.0007227218069626,20.0,10.025094142341713,0.5,0.5,4.444444444444445,0.7725425301331607,10,6.4031242374328485,174.95505424515505,74.7507573669905
Golden_20,421,200,0.1113550805639645,18.0,11.675811849242097,0.4999992432555148,0.5,37.8,0.7499994324416362,16,13.114877048604,18.610168600874104,7.850407696739994
Golden_3,401,900,0.0014240965222486,20.0,10.012523486435178,0.5,0.5,8.88888888888889,0.7821723257424028,16,8.660254037844387,180.73598634774112,78.10857061859406
Golden_19,361,200,0.1491951961961117,18.0,11.67813470052326,0.5,0.5,32.4,0.7500000000000001,12,11.916375287812984,15.250027825730587,5.407555826349453
Golden_17,241,200,0.2431672753801029,18.0,11.686275611027824,0.5,0.5,21.6,0.75,13,4.898979485566356,10.954940275760462,3.045035833393147
Li_23,641,1400,0.0008892279880145,20.0,10.007821667210688,0.5,0.5,9.142857142857142,0.7821723149333766,16,18.2208671582886,287.3377200122121,122.0958655040488
Li_31,1121,2300,0.0005077905230536,20.0,10.00446727741738,0.5,0.5,9.73913043478261,0.7821723470279198,15,34.45286635390443,486.6189363280228,214.6260850765262
Li_28,881,1800,0.0006464361033293,20.0,10.005686665230725,0.5,0.5,9.77777777777778,0.7821723190812674,16,27.23967694375247,392.5996481401357,166.2240210713685
Li_24,721,1500,0.0007902878547677,20.0,10.006951686623378,0.5,0.5,9.6,0.7821723258283608,15,19.493588689617926,314.62127984774366,138.31133377712518
Li_22,601,900,0.0021294925750056,20.0,10.008343764488725,0.5,0.5,13.333333333333334,0.7839634962991108,12,19.364916731037084,182.27418141165816,71.02636246033394
Li_32,1201,2500,0.0004739096462905,20.0,10.004169272643102,0.5,0.5,9.6,0.7821723302049506,16,39.05124837953327,531.7958186308643,227.6152618232553
Li_27,841,900,0.0029772048649045,20.0,10.005957700856175,0.5,0.5,18.666666666666668,0.7846658920416665,16,17.46424919657298,179.18422622409324,76.39368560887611
Li_29,961,2000,0.0005925103715725,20.0,10.0052124058791,0.5,0.5,9.6,0.782172326906867,16,30.199337741083,427.1016834657937,182.4372347774827
Li_26,801,1700,0.0007111604060535,20.0,10.0062558654852,0.5,0.5,9.411764705882351,0.7821723415210552,16,22.978250586152114,355.0133875943537,153.2609465265664
Li_25,761,900,0.0026945554757318,20.0,10.006585446877738,0.5,0.5,16.88888888888889,0.7845037550450552,13,20.663978319771825,179.78407281560249,72.76912860057165
Li_21,561,1200,0.0010164871835136,20.0,10.008940547159089,0.5,0.5,9.333333333333334,0.782172210438152,16,14.66287829861518,250.9614853572349,108.31635972186662
Li_30,1041,2100,0.0005468888483007,20.0,10.004811162173944,0.5,0.5,9.904761904761903,0.7821723601642342,16,31.63858403911275,459.8822830097304,198.3014090056904
Tai100b,101,1842,0.0054133726383491,195.03,264.41937363119814,0.4789473684210526,0.432258064516129,10.587947882736156,0.6335314091680815,8,4.47213595499958,60.70295086158106,24.37486628423024
Tai75a,76,1445,0.0047875523638539,183.41333333333333,244.58575533279063,0.558282208588957,0.432258064516129,9.519723183391005,0.6283198100138532,6,10.14889156509222,54.350557701956376,29.34869198135024
Tai75b,76,1679,0.0055092424791591,198.74666666666667,275.3056823582447,0.8529411764705882,0.553921568627451,8.877903513996426,0.6629661668589004,5,8.717797887081348,56.15105525253496,40.2062412347817
Tai385,386,65,0.0008124177847934,7.748051948051948,10.995804247028092,0.4072289156626506,0.4126984126984127,45.89230769230769,0.6989496447327772,12,7.280109889280518,254.9667452418572,132.26449884307883
Tai100d,101,1297,0.0071209504001128,135.92,219.59069730622548,0.5185185185185185,0.410958904109589,10.479568234387049,0.5996744461356334,9,5.5677643628300215,54.6691291061061,26.557303475004748
Tai100c,101,2043,0.006154408628359,209.99,286.2943140239153,0.8425925925925926,0.553921568627451,10.27851199216838,0.7448710965867829,7,10.954451150103322,64.26834038229231,36.4050306082371
Tai75c,76,1122,0.0054879589847275,126.93333333333334,200.90513650445544,0.5063291139240507,0.410958904109589,8.484848484848484,0.6003337957343506,9,4.795831523312719,53.078468239972594,28.864805884227213
X-n172-k51,172,161,0.0001997067097971,47.32163742690059,27.96440068262425,0.4871266735324407,0.4886363636363636,50.26086956521739,0.9163074192916904,7,10.04987562112089,353.54009423173926,165.36570373577814
X-n167-k10,167,133,0.0001775478515381,7.445783132530121,1.6751518216002792,0.0,0.0,9.293233082706768,0.9675075603283344,9,3.0,758.9974843091377,291.72494615602017
X-n895-k37,895,1816,0.0009086852542719,75.00782997762863,14.847072065735633,0.7057057057057057,0.1372745490981964,36.92566079295154,0.9879012278811878,14,12.16552506059644,533.4314379296867,244.8147733532357
X-n134-k13,134,643,0.0004440673921976,61.80451127819549,25.80329396596857,0.0383747178329571,0.4192139737991266,12.783825816485226,0.7436296785513618,7,9.0,353.0956672276862,180.559294404242
X-n247-k50,247,134,0.0006194093292574,25.203252032520325,33.18333964804394,0.1886178861788618,0.6727019498607242,46.26865671641791,0.9030663314989696,9,14.594519519326424,311.2467147922614,106.88178707243404
X-n219-k73,219,3,0.0002303936575466,1.0,0.0,0.0,0.0,72.66666666666667,0.9572477341389728,9,4.0,784.8993904882784,304.50120612487785
X-n106-k14,106,600,0.0002156088611173,74.8952380952381,15.6358339729387,0.0,0.0,13.106666666666667,0.5663951612903226,5,12.727922061357855,897.7238100174565,281.13908990952314
X-n251-k28,251,69,0.0002752348405639,7.468,1.66976900020818,0.1039094650205761,0.7025125628140704,27.057971014492757,0.9429332878383688,8,17.08800749063506,542.1714576757857,223.76967273313855
X-n670-k130,670,129,0.0006888298528577,24.236173393124066,31.359292346494104,0.6144578313253012,0.1981981981981982,125.68992248062015,0.9775478289534516,16,7.810249675906654,471.92464930750793,209.32817395021425
X-n129-k18,129,39,0.0001444162142464,5.1953125,2.9512004597355475,0.0,0.0,17.05128205128205,0.9031701141940792,8,4.69041575982343,727.843035519721,269.6556969176374
X-n237-k14,237,18,0.0002518063386136,1.0,0.0,0.0,0.0,13.11111111111111,0.9478286133215712,8,6.928203230275509,693.5083093527408,283.9421778781229
X-n322-k28,322,868,0.0003377140013393,74.77570093457943,14.537220597840578,0.4989919354838709,0.5,27.65322580645161,0.9611587701612904,8,9.38083151964686,383.74459836085566,104.77347890792284
X-n513-k21,513,142,0.0005401862220923,5.673828125,2.896968284000178,0.4994984954864593,0.5,20.45774647887324,0.9544389682072268,14,19.849433241279208,351.6845151247135,138.87074238488924
X-n139-k10,139,106,0.0001545462732667,7.528985507246377,1.751712525933138,0.5020283975659229,0.4969758064516129,9.80188679245283,0.9195337548256232,9,2.449489742783178,365.6637182376115,115.497807643099
X-n469-k138,469,256,0.0004802387882418,75.1517094017094,14.696226600757448,0.0,0.0,137.38671875,0.9834719690637556,15,6.6332495807108,769.1159223711003,275.90582076789906
X-n627-k43,627,110,0.0007656921087307,7.528753993610223,1.7036349036645222,0.0,0.0,42.845454545454544,0.8213293453774416,6,33.80828300875393,662.2377377057442,359.5071084342337
X-n876-k59,876,764,0.001021379001567,50.896,29.323913750046007,0.0,0.0,58.29057591623037,0.8637012718905147,8,38.19685850956856,745.9657139409242,184.96595641861123
X-n819-k171,819,358,0.0009016328471781,74.46699266503667,14.49355610843125,0.5192107995846313,0.5,170.15083798882682,0.9432523364485982,8,51.28352561983234,420.0330369920087,124.98953536377762
X-n233-k16,233,631,0.0002504747463943,43.50431034482759,28.858664074468336,0.4994984954864593,0.508682328907048,15.995245641838352,0.9530465758870073,8,9.486832980505138,375.0156198834793,130.2185155562283
X-n439-k37,439,12,0.0004787363106224,1.0,0.0,0.5005015045135406,0.5107252298263534,36.5,0.9394859758027916,12,15.937377450509228,381.69321539352114,114.10999605671424
X-n284-k15,284,109,0.0004459046250829,5.395759717314488,2.868065124623353,0.8011904761904762,0.8290685772773797,14.009174311926603,0.7760728907735049,9,9.643650760992957,501.2341849802828,171.38596659440304
X-n190-k8,190,138,0.0004741560023158,5.518518518518518,2.8332985674407176,0.0,0.0,7.557971014492754,0.455689062652811,7,18.788294228055936,741.2937032374524,265.20136741663964
X-n701-k44,701,87,0.0007185038310808,5.424285714285714,2.9133865822231746,0.0,0.0,43.64367816091954,0.9756385,13,25.41653005427767,792.3646447970982,278.55182965051887
X-n256-k16,256,1225,0.0003229085992073,76.52549019607844,14.515750922952178,0.4974874371859296,0.4963805584281282,15.929795918367349,0.8239688618895927,6,17.549928774784245,386.9342576858576,43.06728574439145
X-n359-k29,359,68,0.0003734531989803,5.435754189944134,2.830418180527935,0.0,0.0,28.61764705882353,0.9632249498997996,15,9.38083151964686,750.6848460067251,296.3672411939381
X-n186-k15,186,974,0.0001998043850617,74.88108108108108,15.288064359767398,0.1512690355329949,0.9186746987951808,14.222792607802877,0.9488823313558804,8,4.123105625617661,600.6088153053277,298.37883090979534
X-n716-k35,716,1007,0.0012545083895248,47.924475524475525,28.484501699774988,0.1514324693042291,0.1072522982635342,34.02780536246276,0.7953399284009214,10,35.874782229304195,540.5465334747631,257.924517124966
X-n344-k43,344,61,0.0003565389397008,7.58600583090379,1.6589407139387355,0.5035317860746721,0.5005015045135406,42.65573770491803,0.9765234148459506,9,15.905973720586866,365.95095761888354,144.34147262070493
X-n502-k39,502,13,0.0007130220987137,1.0,0.0,0.0,0.0,38.53846153846154,0.7736763736263736,5,26.851443164195103,799.3797859816267,146.79022079150732
X-n573-k30,573,210,0.001101034838241,10.79020979020979,19.713305274854054,0.0,0.0,29.39047619047619,0.6948190921228304,15,23.643180835073775,769.6537904097457,165.10577520205717
X-n331-k15,331,23,0.0003451103545096,1.0,0.0,0.0,0.0,14.347826086956522,0.9697712864379532,8,9.899494936611664,776.9251709903054,277.80406499676104
X-n548-k50,548,11,0.0005579127141486,1.0,0.0,0.0,0.0,49.72727272727273,0.9861772088353412,14,7.3484692283495345,778.1109183096534,290.81880706172274
X-n110-k13,110,66,0.0001242043160999,7.486238532110092,1.8489971200580628,0.4881808838643371,0.5,12.363636363636363,0.9102132579650564,9,2.449489742783178,368.52168857074577,108.28902111516337
X-n384-k52,384,564,0.000396091689037,76.12793733681463,14.309292103339034,0.0481927710843373,0.5701402805611222,51.6968085106383,0.9753165970495208,15,4.242640687119285,523.4361459138241,251.45091840521496
X-n308-k13,308,246,0.000326887563414,10.156351791530945,17.958784978079954,0.0,0.0,12.67479674796748,0.9565257998627472,7,15.937377450509228,707.2946359131405,294.099027483441
X-n536-k96,536,371,0.0006258501812747,66.21121495327102,23.74060558178831,0.5,0.5102459016393442,95.47978436657682,0.8774948770491803,6,33.555923471125034,431.59543880432994,117.98292601209268
X-n429-k61,429,536,0.0004477822254463,75.37616822429906,14.124441661957206,0.2379518072289156,0.446122860020141,60.1884328358209,0.9686833942011752,12,5.291502622129181,439.9504313392434,184.07175818087495
X-n856-k95,856,9,0.0008727173369479,1.0,0.0,0.4994994994994995,0.5005005005005005,95.0,0.9828091354617882,12,41.03656905736639,390.31171777731527,123.51428705926038
X-n327-k20,327,128,0.0003453481759121,7.521472392638037,1.7180934811600674,0.2352941176470588,0.9517587939698492,19.15625,0.9651406117810146,7,15.491933384829668,541.1164739970338,277.51869759929014
X-n480-k70,480,52,0.0005807337934438,7.511482254697286,1.7330692340102083,0.6265060240963856,0.0874872838250254,69.1923076923077,0.8442115358688058,8,13.638181696985855,603.062683241937,189.85361258751243
X-n749-k98,749,396,0.0010281329572206,51.35561497326204,28.36568921286596,0.6765641569459173,0.5141129032258065,97.0050505050505,0.778769926110902,10,24.474476501040836,331.9266556233604,161.55680917479236
X-n491-k59,491,428,0.0005250326140422,50.93265306122449,28.860597800830625,0.8948948948948949,0.5161943319838057,58.3107476635514,0.9474859474859476,13,18.275666882497067,509.37489341233777,241.3420075030737
X-n120-k6,120,21,0.0001382181150965,1.0,0.0,0.0,0.0,5.666666666666667,0.9078781705929594,8,3.872983346207417,756.9165193660226,312.00600300213404
X-n655-k131,655,5,0.0015788591958906,1.0,0.0,0.4937888198757764,0.2404287901990811,130.8,0.6576693331304158,11,29.966648127543397,371.9659781975316,100.19299832176408
X-n561-k42,561,74,0.0005765539851339,5.455357142857143,2.745913838056682,0.5005005005005005,0.5020080321285141,41.28378378378378,0.9779081290125466,13,14.2828568570857,380.2044880511339,129.01631483713595
X-n289-k60,289,267,0.0003119718944628,55.46527777777778,27.92933172588055,0.0,0.0,59.827715355805246,0.9394958946232546,8,10.770329614269007,728.443829130993,316.93166971180614
X-n181-k23,181,8,0.0003577159932646,1.0,0.0,1.0,0.5062893081761006,22.5,0.7742857580070085,5,9.797958971132712,447.0689671513615,93.16459175157054
X-n115-k10,115,169,0.000128527018894,13.464912280701755,24.21700558960068,0.491317671092952,0.4929006085192697,9.08284023668639,0.9269233000515904,10,3.3166247903554,379.5059294384712,135.54062272623966
X-n317-k53,317,6,0.0004559989758004,1.0,0.0,0.0,0.0,52.66666666666666,0.6972674076882494,5,28.6705423736629,792.641018118032,407.1975428509997
